run_id,method,dataset,direction,seed,config_path,split_file,checkpoint_path_manifest,checkpoint_bundled,selection_metric,selection_mode,selection_partition,uses_test_gallery_probe,verdict,notes
tongji_m1_s2_s1_seed2026,M1,Tongji,S2->S1,2026,configs/rankb_final/m1_resnet18_ce_supcon_tongji_s2s1_seed2026.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2026.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m1_s2_s1_seed2705,M1,Tongji,S2->S1,2705,configs/rankb_final/m1_resnet18_ce_supcon_tongji_s2s1_seed2705.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m2_s1_s2_seed42,M2,Tongji,S1->S2,42,configs/rankb_final/m2_resnet18_arcface_tongji_s1s2_seed42.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b4_resnet18_arcface_tongji_subject_disjoint_s1s2_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m2_s1_s2_seed2026,M2,Tongji,S1->S2,2026,configs/rankb_final/m2_resnet18_arcface_tongji_s1s2_seed2026.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b4_resnet18_arcface_tongji_subject_disjoint_s1s2_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m2_s1_s2_seed2705,M2,Tongji,S1->S2,2705,configs/rankb_final/m2_resnet18_arcface_tongji_s1s2_seed2705.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2705.json,experiments/b4_resnet18_arcface_tongji_subject_disjoint_s1s2_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m2_s2_s1_seed42,M2,Tongji,S2->S1,42,configs/rankb_final/m2_resnet18_arcface_tongji_s2s1_seed42.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed42.json,experiments/b4_resnet18_arcface_tongji_subject_disjoint_s2s1_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m2_s2_s1_seed2026,M2,Tongji,S2->S1,2026,configs/rankb_final/m2_resnet18_arcface_tongji_s2s1_seed2026.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2026.json,experiments/b4_resnet18_arcface_tongji_subject_disjoint_s2s1_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m2_s2_s1_seed2705,M2,Tongji,S2->S1,2705,configs/rankb_final/m2_resnet18_arcface_tongji_s2s1_seed2705.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b4_resnet18_arcface_tongji_subject_disjoint_s2s1_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m4_s1_s2_seed42,M4,Tongji,S1->S2,42,configs/rankb_final/m4_resnet18_bnneck_ce_tongji_s1s2_seed42.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m4_s1_s2_seed2026,M4,Tongji,S1->S2,2026,configs/rankb_final/m4_resnet18_bnneck_ce_tongji_s1s2_seed2026.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m4_s1_s2_seed2705,M4,Tongji,S1->S2,2705,configs/rankb_final/m4_resnet18_bnneck_ce_tongji_s1s2_seed2705.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2705.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m4_s2_s1_seed42,M4,Tongji,S2->S1,42,configs/rankb_final/m4_resnet18_bnneck_ce_tongji_s2s1_seed42.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s2s1_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m4_s2_s1_seed2026,M4,Tongji,S2->S1,2026,configs/rankb_final/m4_resnet18_bnneck_ce_tongji_s2s1_seed2026.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2026.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s2s1_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m4_s2_s1_seed2705,M4,Tongji,S2->S1,2705,configs/rankb_final/m4_resnet18_bnneck_ce_tongji_s2s1_seed2705.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s2s1_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m6_s1_s2_seed42,M6,Tongji,S1->S2,42,configs/rankb_final/m6_resnet18_bnneck_arcface_tongji_s1s2_seed42.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m6_s1_s2_seed2026,M6,Tongji,S1->S2,2026,configs/rankb_final/m6_resnet18_bnneck_arcface_tongji_s1s2_seed2026.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m6_s1_s2_seed2705,M6,Tongji,S1->S2,2705,configs/rankb_final/m6_resnet18_bnneck_arcface_tongji_s1s2_seed2705.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2705.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m6_s2_s1_seed42,M6,Tongji,S2->S1,42,configs/rankb_final/m6_resnet18_bnneck_arcface_tongji_s2s1_seed42.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed42.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s2s1_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m6_s2_s1_seed2026,M6,Tongji,S2->S1,2026,configs/rankb_final/m6_resnet18_bnneck_arcface_tongji_s2s1_seed2026.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s2s1_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m6_s2_s1_seed2705,M6,Tongji,S2->S1,2705,configs/rankb_final/m6_resnet18_bnneck_arcface_tongji_s2s1_seed2705.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s2s1_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m7_s1_s2_seed42,M7,Tongji,S1->S2,42,configs/rankb_final/m7_resnet18_bnneck_arcface_light_supcon_tongji_s1s2_seed42.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b7_resnet18_bnneck_arcface_light_supcon_tongji_subject_disjoint_s1s2_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m7_s1_s2_seed2026,M7,Tongji,S1->S2,2026,configs/rankb_final/m7_resnet18_bnneck_arcface_light_supcon_tongji_s1s2_seed2026.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b7_resnet18_bnneck_arcface_light_supcon_tongji_subject_disjoint_s1s2_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m7_s1_s2_seed2705,M7,Tongji,S1->S2,2705,configs/rankb_final/m7_resnet18_bnneck_arcface_light_supcon_tongji_s1s2_seed2705.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2705.json,experiments/b7_resnet18_bnneck_arcface_light_supcon_tongji_subject_disjoint_s1s2_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m7_s2_s1_seed42,M7,Tongji,S2->S1,42,configs/rankb_final/m7_resnet18_bnneck_arcface_light_supcon_tongji_s2s1_seed42.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed42.json,experiments/b7_resnet18_bnneck_arcface_light_supcon_tongji_subject_disjoint_s2s1_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m7_s2_s1_seed2026,M7,Tongji,S2->S1,2026,configs/rankb_final/m7_resnet18_bnneck_arcface_light_supcon_tongji_s2s1_seed2026.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2026.json,experiments/b7_resnet18_bnneck_arcface_light_supcon_tongji_subject_disjoint_s2s1_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m7_s2_s1_seed2705,M7,Tongji,S2->S1,2705,configs/rankb_final/m7_resnet18_bnneck_arcface_light_supcon_tongji_s2s1_seed2705.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b7_resnet18_bnneck_arcface_light_supcon_tongji_subject_disjoint_s2s1_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m3_s1_s2_seed42,M3,Tongji,S1->S2,42,configs/rankb_final/m3_resnet18_cosface_tongji_s1s2_seed42.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b8_resnet18_cosface_tongji_subject_disjoint_s1s2_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m3_s1_s2_seed2026,M3,Tongji,S1->S2,2026,configs/rankb_final/m3_resnet18_cosface_tongji_s1s2_seed2026.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b8_resnet18_cosface_tongji_subject_disjoint_s1s2_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m3_s1_s2_seed2705,M3,Tongji,S1->S2,2705,configs/rankb_final/m3_resnet18_cosface_tongji_s1s2_seed2705.yaml,data/splits/tongji_subject_disjoint_s1_to_s2_seed2705.json,experiments/b8_resnet18_cosface_tongji_subject_disjoint_s1s2_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m3_s2_s1_seed42,M3,Tongji,S2->S1,42,configs/rankb_final/m3_resnet18_cosface_tongji_s2s1_seed42.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed42.json,experiments/b8_resnet18_cosface_tongji_subject_disjoint_s2s1_seed42/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m3_s2_s1_seed2026,M3,Tongji,S2->S1,2026,configs/rankb_final/m3_resnet18_cosface_tongji_s2s1_seed2026.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2026.json,experiments/b8_resnet18_cosface_tongji_subject_disjoint_s2s1_seed2026/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
tongji_m3_s2_s1_seed2705,M3,Tongji,S2->S1,2705,configs/rankb_final/m3_resnet18_cosface_tongji_s2s1_seed2705.yaml,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b8_resnet18_cosface_tongji_subject_disjoint_s2s1_seed2705/checkpoints/best.pt,false,validation_rank1,max,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
iitd_m1_within_seed42,M1,IITD,within,42,configs/rankb_final/m1_resnet18_ce_supcon_iitd_within_seed42.yaml,data/splits/iitd_subject_disjoint_within_seed42.json,experiments/b1_resnet18_ce_supcon_iitd_subject_disjoint_within_seed42/checkpoints/best.pt,false,validation_eer,min,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
iitd_m1_within_seed2026,M1,IITD,within,2026,configs/rankb_final/m1_resnet18_ce_supcon_iitd_within_seed2026.yaml,data/splits/iitd_subject_disjoint_within_seed2026.json,experiments/b1_resnet18_ce_supcon_iitd_subject_disjoint_within_seed2026/checkpoints/best.pt,false,validation_eer,min,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
iitd_m1_within_seed2705,M1,IITD,within,2705,configs/rankb_final/m1_resnet18_ce_supcon_iitd_within_seed2705.yaml,data/splits/iitd_subject_disjoint_within_seed2705.json,experiments/b1_resnet18_ce_supcon_iitd_subject_disjoint_within_seed2705/checkpoints/best.pt,false,validation_eer,min,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
iitd_m6_within_seed42,M6,IITD,within,42,configs/rankb_final/m6_resnet18_bnneck_arcface_iitd_within_seed42.yaml,data/splits/iitd_subject_disjoint_within_seed42.json,experiments/b6_resnet18_bnneck_arcface_iitd_subject_disjoint_within_seed42/checkpoints/best.pt,false,validation_eer,min,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
iitd_m6_within_seed2026,M6,IITD,within,2026,configs/rankb_final/m6_resnet18_bnneck_arcface_iitd_within_seed2026.yaml,data/splits/iitd_subject_disjoint_within_seed2026.json,experiments/b6_resnet18_bnneck_arcface_iitd_subject_disjoint_within_seed2026/checkpoints/best.pt,false,validation_eer,min,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
iitd_m6_within_seed2705,M6,IITD,within,2705,configs/rankb_final/m6_resnet18_bnneck_arcface_iitd_within_seed2705.yaml,data/splits/iitd_subject_disjoint_within_seed2705.json,experiments/b6_resnet18_bnneck_arcface_iitd_subject_disjoint_within_seed2705/checkpoints/best.pt,false,validation_eer,min,validation,false,PASS,No checkpoint files are bundled; manifest paths are relative and reproduce local selection provenance.
